Name,URL
TED Talks,https://www.youtube.com/user/TEDtalksDirector
Talks at Google,https://www.youtube.com/channel/UCbmNph6atAoGfqLoCL_duAg
Brilliant Ideas,https://www.youtube.com/playlist?list=PLqq4LnWs3olUpaD8oXCF7IlLikGBY7HFg
